true,mu,sigma
0.3581873533242996,0.5238267188454333,0.11731880745813236
0.3603979503961025,0.5260744430696102,0.11730411874484589
0.36261917718166364,0.5281712268513624,0.11729045826711945
0.3648510476127127,0.5304812388374076,0.11727895526499031
0.3670935751532475,0.5326515742269875,0.11726820429375341
0.36934677279383427,0.5347549922363568,0.11725562174530908
0.37161065304591084,0.5370499123377634,0.11724484891650348
0.3738852279360927,0.539225593749905,0.11723426067929373
0.37617050900048316,0.5415140203598027,0.11722365504205019
0.37846650727898895,0.5439142834919595,0.11721300036100522
0.380773233309643,0.5461938572760514,0.11720256461898734
0.38309069712293503,0.5486426121191956,0.11719351675497683
0.3854189082361502,0.551258331772332,0.11718581000669459
0.3877578756477198,0.5540021440408998,0.11717852560933403
0.3901076078315824,0.5566064698419609,0.11717196094551935
0.3924681127315583,0.5593816510919366,0.11716680850341626
0.3948393977557378,0.5620640474058947,0.1171609284343343
0.3972214697708855,0.5649062088546629,0.11715623140575647
0.39961433509686134,0.5676319125585039,0.11715161125957742
0.40201799950105876,0.5702727064820371,0.117145947409759
0.4044324681928639,0.5727995177814623,0.11714028131098748
0.40685774581813466,0.5754564636681628,0.11713508095283143
0.4092938364537019,0.5782329727245761,0.11713004522375155
0.4117407436018947,0.5808793278304271,0.11712547296770316
0.4141984701850904,0.5837119105130895,0.11712258340779975
0.41666701854029115,0.5864281232059784,0.1171197589893273
0.4191463904137279,0.5890146587111548,0.11711738230620904
0.4216365869554943,0.5917649712548024,0.1171162605164499
0.42413760871421063,0.5944139031510534,0.11711471184685118
0.42664945563172085,0.5968976459172466,0.11711444627144939
0.42917212703782176,0.5993238411849507,0.11711181482325388
0.4317056216450291,0.6018194127269073,0.11710743367239607
0.4342499375433793,0.6041566442238647,0.11710419017456476
0.43680507219526893,0.6063896016423885,0.11710061660646905
0.43937102243033516,0.6084481795277694,0.11709850311825586
0.44194778444037564,0.6104226063754788,0.11709530073500819
0.4445353537743134,0.6122643613707024,0.11709261975976441
0.4471337253332036,0.6140338439167533,0.1170883228938373
0.4497428933652871,0.6158888961267331,0.11708299297531215
0.4523628514610924,0.6179054766745885,0.1170788615853289
0.4549935925485847,0.6200294406742125,0.11707449785312082
0.4576351088883664,0.6220313723959087,0.11707035481753868
0.4602873920689302,0.6241842897989517,0.11706717633951703
0.46295043300196476,0.6262398986852573,0.11706341250216985
0.46562422191771596,0.6283550670861743,0.11705738113033591
0.46830874836040576,0.6303767992849758,0.1170506181014497
0.4710040011837089,0.6325166614889121,0.11704395408429896
0.47370996854628916,0.6345173424417708,0.11703796515103257
0.47642663790739836,0.6366157380675089,0.11703139789259533
0.47915399602253794,0.6385588339336755,0.11702588095704908
0.48189202893918603,0.6404209453325874,0.11701912263033963
0.48464072199259034,0.6424198734373514,0.11701297268343638
0.4874000598016291,0.6445316711314167,0.11700674984487655
0.49017002626474343,0.6465171499283141,0.11700085136468069
0.4929506045559384,0.6486648189888261,0.11699614226400926
0.4957417771208597,0.6507119797458673,0.11699094370241733
0.4985435256729429,0.6528973137385828,0.11698638024624719
0.5013558311896404,0.6550021085570915,0.11698054601883844
0.5041786739087255,0.6572443485351364,0.11697532557602608
0.5070120333246756,0.6596019615558899,0.11697009998943729
0.5098558881851378,0.6620764946993692,0.1169649151106244
0.5127102164874757,0.6646690573584831,0.11695980302729433
0.5155749954754012,0.6674315583277992,0.11695602555052785
0.518450201635692,0.6701269985874252,0.11695034467963572
0.5213358106949971,0.6729463080981922,0.11694490361581442
0.5242317976167303,0.6759287335714399,0.116940655462981
0.5271381365980553,0.6790334113519457,0.11693659801757647
0.5300548010669625,0.6819638002629259,0.11693395265087982
0.5329817636794392,0.6847717114356606,0.11693150268319934
0.5359189963167365,0.6877240152007611,0.1169298245717704
0.5388664700827311,0.6905842991088548,0.11692732729179175
0.5418241553013871,0.6933587299627872,0.11692376651964685
0.5447920215143164,0.6959705184604724,0.11692138290877474
0.5477700374784418,0.6985341968581417,0.11691602622912066
0.5507581711637618,0.7009884339393204,0.11691046100204656
0.5537563897512203,0.7035386682759632,0.11690422090081422
0.5567646596306826,0.7062638038688023,0.11689939532391362
0.559782946399017,0.7088753964331788,0.11689448734012586
0.5628112148582877,0.7116332253716027,0.11689038485198582
0.565849429014055,0.7142551769245006,0.11688683119331772
0.5688975520737892,0.7169653587318846,0.11688229913362977
0.5719555464453967,0.7195740210803324,0.11687728278940203
0.5750233737358597,0.722098534241567,0.11687111983411995
0.5781009947499921,0.724528181990526,0.11686422966157682
0.5811883694893131,0.7270315061352473,0.11685573062482414
0.5842854571510373,0.7293443978025219,0.11684890957352204
0.5873922161271861,0.7315265806084603,0.1168424899834281
0.590508604003818,0.733571063001851,0.1168366525588115
0.593634577560383,0.7357749500422351,0.11683189979084665
0.5967700927691987,0.7380800509724345,0.11682663859180038
0.5999151047950514,0.7402773081444203,0.1168210925904548
0.6030695679949225,0.7423853425103433,0.11681459016132073
0.6062334359178418,0.7446200196166762,0.11680836857747084
0.6094066613048692,0.7470013330509545,0.11680293796182298
0.6125891960892036,0.7492588056312566,0.11679770609583309
0.6157809913964237,0.7516527840702846,0.11679301359612866
0.6189819975448586,0.7539180159301948,0.11678865402240411
0.6221921640460908,0.7563139647673924,0.11678467955345442
0.6254114396055919,0.7587851691821498,0.116779148177844
0.6286397721234923,0.7611130336226607,0.11677432099570934
0.6318771086954862,0.7635882171345157,0.11677029131671089
0.6351233956138704,0.7659278495819547,0.11676676890027456
0.6383785783687227,0.768169574044021,0.11676260310374444
0.641642601649214,0.7705464086415994,0.11675893105456472
0.6449154093450615,0.773096306929787,0.11675659740004386
0.6481969445481186,0.775561485773955,0.11675310909268971
0.6514871495541055,0.7781562215401506,0.11674996479399948
0.6547859658644791,0.780676991060968,0.11674519555411003
0.6580933341884447,0.7833273755145013,0.11674076971718256
0.6614091944451079,0.786126350970517,0.11673716162915064
0.664733485765769,0.7890581426777847,0.116733980328884
0.6680661464963594,0.7920996732504759,0.11673055102184741
0.6714071142000225,0.795241509178244,0.11672655424534967
0.674756325659835,0.7985033561811381,0.11672262436536454
0.6781137168816743,0.801932439691643,0.11671990856083118
0.6814792230972292,0.8054738262480937,0.1167170228195632
0.684852778767155,0.8088435728250044,0.11671543618452426
0.6882343175843726,0.8120849221867777,0.11671415158441077
0.6916237724775142,0.8155350129171925,0.11671479330309743
0.6950210756145111,0.8191677123534663,0.11671693715953216
0.6984261584063303,0.8226714256580635,0.11671939954981211
0.7018389515108534,0.8260678940987509,0.11672152848852069
0.7052593848369022,0.8295283405219332,0.1167215379992102
0.7086873875484091,0.8328873681459481,0.11672101670736708
0.712122888068734,0.8361367963245956,0.11672023939636444
0.7155658140851248,0.839249420588001,0.11671998762060178
0.7190160925533229,0.8425926049019031,0.11672196344252116
0.7224736497023161,0.8460400406511929,0.11672350615913227
0.7259384110392336,0.8493785451274897,0.11672477184907691
0.729410301354386,0.8529062386626344,0.11672765701789527
0.7328892447264498,0.8563302957181341,0.11673008964686493
0.7363751645277966,0.8595944938505768,0.11673358660361989
0.7398679834299635,0.86273146217261,0.11673735845747778
0.7433676234092675,0.8658254859944242,0.11673777587745403
0.7468740057525634,0.8687862787915865,0.11673863117607523
0.7503870510631414,0.8718929026100807,0.11674023898915417
0.7539066792667677,0.875126341703314,0.11674211203904174
0.7574328096178643,0.8785433161093104,0.11674551148610753
0.7609653607058307,0.8820607837226724,0.11674835409065784
0.764504250461502,0.8854252523982777,0.11675211687281586
0.7680493961637485,0.8886673106089623,0.11675602348479694
0.7716007144462097,0.8920432637626016,0.11676039041924355
0.7751581213041681,0.8955154210009729,0.11676405022548868
0.778721532101556,0.8991047699016645,0.11676770304073211
0.7822908615780992,0.9025852366273903,0.11677108916566425
0.7858660238565929,0.9062065591434301,0.1167751165732217
0.7894469324503111,0.9099455993733947,0.11677915585869278
0.7930335002705474,0.913760076449235,0.1167816450468289
0.7966256396342865,0.9177260605258253,0.11678503017294077
0.8002232622720035,0.9215887941789163,0.11678796493134523
0.8038262793355931,0.9253051714636821,0.11679167837528623
0.8074346014064243,0.9289212410210395,0.11679484078085192
0.8110481385035198,0.9324492738864191,0.11679699289294462
0.8146668000918605,0.9358930063658467,0.11679798364897946
0.8182904950908116,0.9394232619101053,0.11679790420529451
0.8219191318826697,0.9431199728562831,0.11679904444184984
0.8255526183213302,0.9469593671693508,0.11680087848429538
0.8291908617410698,0.950726615676336,0.11680101589260536
0.8328337689654495,0.9543789762984587,0.1168010860181455
0.8364812463163276,0.9581804947149256,0.11680200383877147
0.8401331996229886,0.9621225883521007,0.11680356458987122
0.8437895342313816,0.9662146759348146,0.11680599295053985
0.8474501550134693,0.9701881162026699,0.11680846943970435
0.851114966376682,0.9743026211207707,0.1168116027354429
0.8547838722734797,0.9783066340096364,0.1168145332559819
0.8584567762110166,0.9822158536033986,0.11681671886956972
0.8621335812609069,0.9860296558088687,0.1168181833277769
0.8658141900690914,0.989695625107429,0.11682046952429716
0.8694985048658003,0.9935007373974948,0.11682336812809789
0.8731864274756128,0.9974004900604041,0.11682551846927733
0.876877859327609,1.0011969812451933,0.11682722967332099
0.8805727014656141,1.0051490398392875,0.11682994002265586
0.884270854558531,1.009199787302837,0.11683205193644287
0.8879722189107601,1.0133903869919327,0.11683479716982535
0.8916766944727029,1.0177263341805909,0.11683831022401232
0.8953841808513496,1.0219566911815257,0.11684146667746402
0.8990945773209446,1.0260184209960435,0.116845898491331
0.9028077828337314,1.0302129492606615,0.11685078660627427
0.9065236960307723,1.0345196784357684,0.11685553698469417
0.9102422152528399,1.0386695854561594,0.11686132181541695
0.9139632385513804,1.0429390236328009,0.11686719610474011
0.9176866636995439,1.0471246663166776,0.11687190645895758
0.921412388203281,1.0511800287234758,0.11687701305058716
0.9251403093125009,1.055070694501171,0.11688332595835546
0.9288703240322922,1.0588130225434649,0.11689049050229541
0.9326023291341984,1.0624303195736886,0.1168979114935435
0.9363362211675514,1.0662013769051186,0.11690631149198871
0.9400718964708564,1.0700758489243851,0.11691429923314337
0.943809251183226,1.0741576203163994,0.11692424958321367
0.9475481812558626,1.0780829982851217,0.11693524429467884
0.9512885824635855,1.082100649287553,0.11694543095333658
0.9550303504163998,1.0860290105516404,0.1169546965253836
0.9587733805711027,1.0900885988846847,0.11696440650658647
0.9625175682429296,1.0940840596996204,0.11697206637010416
0.9662628086172305,1.0982164517562854,0.11698032458870523
0.9700089967611798,1.1022514277029924,0.11698797837366366
0.9737560276355134,1.1062101449586657,0.1169941731609134
0.9775037961062902,1.1100429130711795,0.11700067852706357
0.9812521969566784,1.1139572905006723,0.11700596267763573
0.9850011248987592,1.1179741771197704,0.11701082994615057
0.988750474585349,1.1218876780746572,0.1170153118649862
0.992500140621836,1.1258880076202646,0.11701879287008968
0.996250017578026,1.1297381413213352,0.11702320606456101
1.0,1.133658861134866,0.11702590546552484
1.0037499824219738,1.1377246577728835,0.117029419256071
1.0074998593781639,1.1416389196594834,0.11703389871130873
1.011249525414651,1.1456272217505648,0.11703682972855549
1.0149988751012406,1.1495543148850698,0.11703757558864687
1.0187478030433215,1.1533376065686787,0.11703910844160337
1.0224962038937095,1.1572972286059735,0.11704212083550711
1.0262439723644865,1.161160345236581,0.11704451188606471
1.02999100323882,1.1651558038227474,0.11704740169252953
1.0337371913827698,1.1690227206479247,0.11705068849102816
1.0374824317570703,1.172968838889758,0.1170526631070384
1.0412266194288973,1.177042952729191,0.11705502113582093
1.0449696495836003,1.1810001521193556,0.11705744265801848
1.0487114175364145,1.1851165763229663,0.11706100683850368
1.0524518187441374,1.189149672614886,0.1170634380570285
1.056190748816774,1.1933622248993405,0.11706741354079377
1.0599281035291435,1.1974274978294757,0.11707226705711589
1.0636637788324483,1.2014037313134034,0.11707622286437738
1.0673976708658017,1.20546224712961,0.11707900563578023
1.0711296759677078,1.2096337455643331,0.1170817368389278
