djokovic_mu,djokovic_mu_carpet,djokovic_mu_clay,djokovic_mu_grass,djokovic_mu_hard,djokovic_sigma,djokovic_sigma_carpet,djokovic_sigma_clay,djokovic_sigma_grass,djokovic_sigma_hard,djokovic_time,djokovic_time_carpet,djokovic_time_clay,djokovic_time_grass,djokovic_time_hard,federer_mu,federer_mu_carpet,federer_mu_clay,federer_mu_grass,federer_mu_hard,federer_sigma,federer_sigma_carpet,federer_sigma_clay,federer_sigma_grass,federer_sigma_hard,federer_time,federer_time_carpet,federer_time_clay,federer_time_grass,federer_time_hard,nadal_mu,nadal_mu_carpet,nadal_mu_clay,nadal_mu_grass,nadal_mu_hard,nadal_sigma,nadal_sigma_carpet,nadal_sigma_clay,nadal_sigma_grass,nadal_sigma_hard,nadal_time,nadal_time_carpet,nadal_time_clay,nadal_time_grass,nadal_time_hard
2.8595622380016477,0.7570197860862654,0.936376466723823,0.5582294519194357,0.6490358088787428,0.5295080031515387,0.5604543893374195,0.2845531896294311,0.3632959116710201,0.27381597746419484,38017,38017,38122,38521,38255,2.9154050698554475,1.089407978264963,0.10516211252143233,0.673270736638232,0.7863083255535648,0.5178870414843826,0.5394710753307802,0.31687630237642994,0.3342693746405426,0.2545926745164518,35980,36575,35980,36309,36029,2.2777879473578846,0.2501491767798957,1.1635329440852586,0.0153668072093313,0.500235400660437,0.6533203678605521,0.5739547756660852,0.3062847317033541,0.34843040320778995,0.25315923911379473,37149,37646,37149,37793,37674
3.1142127552235355,0.797822054980916,0.932117951535743,0.5665185154159822,0.6543769050542609,0.4386639323577973,0.5568388120515732,0.276821919247629,0.33148820964073494,0.26786453713907954,38122,38290,38185,38885,38297,3.011154688286199,1.1209826798899658,0.11331233841929966,0.6732675158325828,0.7895432513753393,0.4734274867518544,0.539161075348856,0.29106921407403136,0.33365808383861156,0.24879374256029063,36029,36918,36183,36316,36064,2.6902963911439137,0.24850940266673904,1.200570063023355,0.014336796088806199,0.4999401848013868,0.5207738353724795,0.5742296912356829,0.2761637825888076,0.3466535697754538,0.25216329365854495,37373,37653,37373,37814,37681
3.143578562565297,0.7936996018025227,0.9304661448808138,0.5666493289096467,0.6635996123797849,0.3965358804382067,0.5613253015022335,0.2726381972031469,0.33090599194627784,0.2583958915524014,38185,38388,38220,38892,38367,3.10420600789421,1.1011379223593025,0.11199839864994295,0.6741995075399138,0.7897999144530095,0.44281412537277687,0.5556292580949376,0.28161751343108027,0.33255990784069916,0.24773182529309742,36064,37282,36267,36330,36071,3.034508277635838,0.24581290508100512,1.2305557410811738,0.005111454190024452,0.5083446104564253,0.41178770454980856,0.5957136614996573,0.2545785453915282,0.31787245803085784,0.23056682291602515,37527,38024,37527,38178,37828
3.1791904084637532,,0.929100252201421,0.5711281393508476,0.6681376039972626,0.36736695178184214,,0.2719283242491284,0.3108011525962979,0.2535910520624227,38220,,38227,39242,38402,3.1163672254500296,,0.11197302425209986,0.7183869645608517,0.7986332495441427,0.4392966296430272,,0.28084030688762474,0.30314029633156836,0.2290112155932919,36071,,36274,36687,36190,3.0514104271081552,,1.2308791524847753,0.00040798938490982974,0.5054169455031082,0.40633672366679413,,0.2536443296956488,0.29307291200748553,0.22665033651206992,37534,,37534,38507,37856
3.1845493207536872,,0.9290293376641361,0.5724528002101549,0.6735568734550772,0.3627642028774471,,0.2707950438091475,0.3100852704893239,0.2487578284091613,38227,,38241,39256,38444,3.3406207167241075,,0.11063115213883098,0.7190874193926823,0.7971792459007764,0.35413685796344135,,0.28014618242076994,0.3026727029656429,0.22694544696165525,36183,,36281,36694,36204,3.3615437054524664,,1.2687310192977332,0.0027449296162318218,0.5041218068884399,0.32571444584720044,,0.23296149980417521,0.2920194272352811,0.22388273937137912,37646,,37695,38521,37877
3.2101233681292367,,0.9424836071769568,0.5834017398898156,0.7057940783839571,0.35805281242129433,,0.2529532908314953,0.29939054987942804,0.23266384636660895,38241,,38458,39606,38577,3.345827002621761,,0.11033786116861807,0.7210459223210817,0.7953844200819211,0.34896493429004033,,0.2785573988686258,0.3022968350069946,0.22506837934473933,36190,,36302,36701,36218,3.3723493850775355,,1.2699947717170526,0.011911974643135387,0.5042283075294437,0.3198601063936049,,0.2321773565594697,0.2905096591334591,0.22121777048018773,37653,,37702,38549,37898
3.237007272135156,,0.9433723089390894,0.5837411953929876,0.7089867055946503,0.35500965094151227,,0.2512809882425951,0.29925825588821553,0.23085724156145473,38255,,38479,39620,38591,3.3399348465798786,,0.11175175276023909,0.8119976668677893,0.7943809224901757,0.3433421063953308,,0.27550101022948403,0.2856398735915752,0.22329760882824662,36204,,36344,37051,36232,3.4192054077337293,,1.2720326255334524,0.09057414731256841,0.5051956230160053,0.3024328453103887,,0.23025426705888202,0.2787542342399068,0.21950420083634695,37674,,37723,38878,37912
3.3422681088963904,,0.9422676787337955,0.6317013556108377,0.719877457046328,0.34907749635126256,,0.2504534190122061,0.2945314377325993,0.22437650978529353,38290,,38493,39970,38647,3.3222945018247265,,0.12957495803282473,0.8141843141984413,0.7955827471327732,0.3403574984198807,,0.2500768545574151,0.2853260837304555,0.2039504242094652,36218,,36631,37058,36372,3.4303452210314087,,1.2716953526826165,0.09527150186012785,0.5192540335210611,0.2985893066012797,,0.22970478763273794,0.2783342293517713,0.20999049064619063,37681,,37730,38892,37989
3.343971982215188,,0.93746439983452,0.6343633970806706,0.7205727118838667,0.3498229297218266,,0.24706748777486484,0.2945540365116146,0.2236056767884473,38297,,38556,39984,38654,3.313989263927097,,0.1294208349128246,0.8162308382687422,0.7962821545217448,0.3384999673072152,,0.24944648143086345,0.28514797901939115,0.20182902725737542,36232,,36638,37065,36386,3.4621539106702195,,1.272654575493793,0.1772734290853954,0.519534141057405,0.2902542500940086,,0.22926077113159876,0.2704484497499638,0.20917499937432207,37695,,37737,39242,37996
3.370234255689667,,0.9355591984198283,0.7141748554795748,0.7351072048791307,0.34828128674430703,,0.22924092313151706,0.2977704776444727,0.21546737361154866,38367,,38822,40334,38731,3.322475796935926,,0.1299491186019159,0.8824743603458993,0.7998401425495735,0.32913927656543596,,0.24825823697769642,0.2841737037542369,0.1975952429470533,36267,,36652,37415,36414,3.4805683380279757,,1.2752211667025497,0.18244186106500343,0.5192730978853568,0.2882640159927009,,0.22866303383743694,0.2701347311150521,0.20853454595107754,37702,,37751,39256,38003
