true,estimate
0.04595473982005123,0.17255268359330653
0.046292688460268065,0.1724413728948313
0.046633063045938714,0.1724002693694518
0.04697588011642239,0.1722321325183331
0.04732115631092243,0.17189794116689094
0.04766890836889514,0.17145164240112953
0.04801915313045744,0.1708903174686129
0.04837190753679284,0.17018468714174723
0.0487271886305557,0.1695852944887379
0.049085013556274225,0.16887216462802154
0.04944539956075124,0.16810817366665975
0.04980836399346364,0.16723210603154512
0.05017392430695965,0.16646658033906225
0.05054209805725421,0.16583437979649357
0.050912902904222526,0.16506826100904323
0.05128635661199136,0.16442656550308762
0.051662477049328116,0.1639742546310862
0.052041282190027904,0.16362570450623262
0.05242279011329815,0.1631780068743465
0.052807019004140685,0.16288261279918875
0.05319398715373173,0.16270040182132275
0.053583712959798836,0.16267921251088235
0.05397621492699566,0.16278238833223863
0.05437151166727374,0.16305136445263932
0.05476962190025137,0.16320830089595473
0.055170564453579984,0.163512534803444
0.055574358263307116,0.1637136779750728
0.055981022374236515,0.16382277608816415
0.05639057594028514,0.16381499458281165
0.056803038224836754,0.16393639176238609
0.0572184286010922,0.1641598185277612
0.057636766552416376,0.16428362708405386
0.058058071672681545,0.1642871365002512
0.058482363666606973,0.16435589773829148
0.05890966235009504,0.16429240084601335
0.059339987650563225,0.16409333892640143
0.059773359607272473,0.16401240574457032
0.060209798371651344,0.1638641337647388
0.060649324207615984,0.16360537755885093
0.06109195749188602,0.16328989964522928
0.061537718714296044,0.16307819250678732
0.061986628478102476,0.1629449734048949
0.062438707500286225,0.16271034446914834
0.0628939766118503,0.16255237533562125
0.0633524567581128,0.16231091348462878
0.0638141689989951,0.16198793760875552
0.06427913450930489,0.16152633690239604
0.06474737457901397,0.16122805836496898
0.06521891061353122,0.16082706557060705
0.06569376413396959,0.16052231534305295
0.06617195677740825,0.1601294954407498
0.0666535102971487,0.15962682703123518
0.06713844656296504,0.1590087382183314
0.067626787561349,0.15825788048471304
0.06811855539574832,0.15761421329094735
0.06861377228679925,0.15710647793355725
0.06911246057255302,0.1567765035224978
0.06961464270869563,0.15629000422462613
0.07012034126876117,0.1558522530789552
0.07062957894433877,0.15551851419688228
0.07114237854527236,0.15529724584348545
0.07165876299985388,0.15522151102977852
0.07217875535500923,0.15528669246449656
0.07270237877647691,0.1552750384256493
0.07322965654897977,0.15512125529732956
0.07376061207638873,0.15485194073264172
0.07429526888187915,0.15467183072023033
0.07483365060807948,0.15466238240105004
0.07537578101721186,0.15473979481657565
0.07592168399122451,0.15495994267139984
0.07647138353191629,0.15507992603462864
0.07702490376105248,0.15509563152481126
0.07758226892047208,0.15501104523135295
0.07814350337218677,0.15514016389935853
0.07870863159847039,0.1553786096489687
0.07927767820194004,0.15572195544317144
0.0798506679056276,0.1558974870989414
0.08042762555304189,0.1561801189611262
0.08100857610822162,0.15657144557922265
0.08159354465577845,0.15689331767058826
0.08218255640093003,0.15708820814695768
0.0827756366695235,0.15719854036576314
0.08337281090804839,0.1571976515616964
0.08397410468363918,0.15702407682111327
0.08457954368406759,0.15672863279135768
