djokovic_mu,djokovic_mu_carpet,djokovic_mu_clay,djokovic_mu_grass,djokovic_mu_hard,djokovic_sigma,djokovic_sigma_carpet,djokovic_sigma_clay,djokovic_sigma_grass,djokovic_sigma_hard,djokovic_time,djokovic_time_carpet,djokovic_time_clay,djokovic_time_grass,djokovic_time_hard,federer_mu,federer_mu_carpet,federer_mu_clay,federer_mu_grass,federer_mu_hard,federer_sigma,federer_sigma_carpet,federer_sigma_clay,federer_sigma_grass,federer_sigma_hard,federer_time,federer_time_carpet,federer_time_clay,federer_time_grass,federer_time_hard,nadal_mu,nadal_mu_carpet,nadal_mu_clay,nadal_mu_grass,nadal_mu_hard,nadal_sigma,nadal_sigma_carpet,nadal_sigma_clay,nadal_sigma_grass,nadal_sigma_hard,nadal_time,nadal_time_carpet,nadal_time_clay,nadal_time_grass,nadal_time_hard
3.0069161261256454,1.121751109397791,1.8709903979479843,1.1020026487057313,1.0114485478652888,0.6025147830741475,0.8884650009532564,0.5942788081518524,0.7765178668247684,0.6187003130152834,38017,38017,38122,38521,38255,2.771967243946596,2.007463756271003,0.547484800928908,0.7906848643202404,1.7004198886875508,0.5883826708691243,0.8735387252274516,0.7250065768100961,0.6874162759170811,0.5940449852767743,35980,36575,35980,36309,36029,2.536307961849905,0.43800151584845526,1.4572118757382986,0.23255352467015591,1.3858034800801227,0.7150588349429577,0.8673703686771265,0.7309100944110284,0.735703878270919,0.5636722272902907,37149,37646,37149,37793,37674
3.237854296122362,1.4684888545575636,1.8448437197663585,1.1901328236272544,1.0549013086557664,0.5250459989913563,0.8512543790660414,0.5640476494694517,0.6669022076002131,0.5959888974907969,38122,38290,38185,38885,38297,2.856512498430281,2.3317763650242957,0.6710468123392661,0.7881785385837594,1.7477803931712788,0.550600347934295,0.8597459999033977,0.6143517026826859,0.6858798909898265,0.5693404387643252,36029,36918,36183,36316,36064,2.924094476409744,0.4328195336641256,1.7220801500064336,0.2268542545546765,1.3867583263278176,0.5918482072535916,0.8693551710836577,0.6174176261544025,0.7317387065580805,0.5605531007609048,37373,37653,37373,37814,37681
3.2928076815625116,1.4188481400262676,1.8439318968749667,1.19470918461119,1.1147576157030075,0.4847861930941468,0.8843092413748785,0.5472108538673022,0.6646408986769693,0.5643729231663859,38185,38388,38220,38892,38367,2.936587941069029,2.2096184490837927,0.6750260096161528,0.7893921121510874,1.7529394492820671,0.5238870855257093,0.947659755212791,0.5801212119516518,0.6842107622222271,0.5660422173055908,36064,37282,36267,36330,36071,3.2317846759930355,0.42967298713674085,1.9450054274282835,0.2627667122812379,1.5175077297522095,0.4869667277291005,1.0250882140764634,0.5278906832327226,0.6649079900563094,0.48135148964806596,37527,38024,37527,38178,37828
3.337956567686855,,1.8414018159789234,1.3480845932780032,1.1481720097914336,0.45958815211054643,,0.5452113037783219,0.6162681433783251,0.5466659204291423,38220,,38227,39242,38402,2.948297381559397,,0.6766832960809518,1.0184080236678006,1.8713172142964447,0.5199445404239378,,0.5772049110819412,0.5933600098238284,0.4983982591716085,36071,,36274,36687,36190,3.246379351917967,,1.9545736029336602,0.3287530631466233,1.5065659851133608,0.48174257657535346,,0.5237934017464693,0.5765564113651679,0.466781734032221,37534,,37534,38507,37856
3.346218084463199,,1.8497056428570626,1.3665098857625109,1.1745701433888867,0.4553726657046949,,0.5451020438540299,0.6138858513515113,0.5379490359245734,38227,,38241,39256,38444,3.161584954537204,,0.6769905940285247,1.0210304870403601,1.8689198042775144,0.440537621362554,,0.5750417586132638,0.5920521299660926,0.49198294981237123,36183,,36281,36694,36204,3.501460501395507,,2.231513138842465,0.3529646376095181,1.5060696682239132,0.40137861213065845,,0.43436518204762026,0.5711719956605421,0.45748567602699713,37646,,37695,38521,37877
3.3737982158489217,,2.0379878715509547,1.4618586193669376,1.3848044352642837,0.4498309430373722,,0.5186723638557231,0.6053183576185817,0.4939926585612933,38241,,38458,39606,38577,3.1681532998736284,,0.6775555887750735,1.0334467971317272,1.8592853622668777,0.43568976629947914,,0.5761140757326334,0.5918502286039221,0.4880872231850087,36190,,36302,36701,36218,3.51151585929395,,2.242626213647868,0.43339686918338216,1.5187070453868863,0.3959340355588532,,0.43069410718154044,0.5678323829158728,0.4490913113713472,37653,,37702,38549,37898
3.4023575164537996,,2.0590712652181096,1.463183973708782,1.4090834159412156,0.44546386124268494,,0.5146352455688756,0.6071060201887546,0.48712544519955525,38255,,38479,39620,38591,3.171683026638336,,0.6918108144271008,1.612227718656472,1.856519612862318,0.42895123866936086,,0.5785950588590901,0.5551841813671001,0.4856600067480423,36204,,36344,37051,36232,3.5522684663326465,,2.2498408391098716,0.9837070335601547,1.5365303408033302,0.37977140915017815,,0.42450760070476024,0.5732285334099825,0.44399099773608647,37674,,37723,38878,37912
3.496760087058849,,2.056950624098898,1.7450774764301515,1.4677906066779074,0.4362131989207407,,0.5156571454581806,0.596319585936504,0.4683574878394507,38290,,38493,39970,38647,3.1674114507500506,,0.8495366849376766,1.6268578344496731,1.9223842370718291,0.4239535864469332,,0.5080705408040375,0.5535729296937969,0.4326853478444092,36218,,36631,37058,36372,3.5633833932914754,,2.2477604238448503,1.0195145785910567,1.7162806361325276,0.37562103277203035,,0.4231813580125621,0.5729060595794279,0.4084203394506291,37681,,37730,38892,37989
3.5020722618069735,,2.0474964549310575,1.76064399132649,1.473308127030863,0.4356122911183658,,0.521982038620344,0.5970693801664146,0.46620644395341,38297,,38556,39984,38654,3.169787402927048,,0.8484911613876092,1.6394071677161204,1.9344220290235121,0.41976042607409675,,0.505444359991521,0.5534942126237352,0.4239838911012336,36232,,36638,37065,36386,3.592721220270257,,2.2546230777672505,1.5467778226616224,1.730265643932972,0.3671906888662741,,0.42289298298341377,0.5653853223692666,0.40496768468636213,37695,,37737,39242,37996
3.551577816177698,,2.172050253003425,2.127051488739613,1.5419077125717398,0.4260421708623845,,0.47749061294196415,0.6212602228077241,0.4446509267690361,38367,,38822,40334,38731,3.1973635729436563,,0.8543670879443047,1.9368137838462154,1.9802253996239847,0.40718785862659695,,0.5010540765111633,0.5959468860301919,0.4057259227619518,36267,,36652,37415,36414,3.608068004160475,,2.268618027357412,1.5869671535112955,1.7370202023646104,0.36454235941096214,,0.42554393359647075,0.5637346038214623,0.40363120020471394,37702,,37751,39256,38003
