mu_a_ts,sigma_a_ts,mu_a_ttt,sigma_a_ttt,time_a,mu_b_ts,sigma_b_ts,mu_b_ttt,sigma_b_ttt,time_b,mu_c_ts,sigma_c_ts,mu_c_ttt,sigma_c_ttt,time_c
1.6695394812164988,2.492516383227871,-0.11761883351039401,0.5500140083770907,1,-1.6695394812164988,2.492516383227871,-0.11687539348750234,0.54994567327228,1,-2.461056741610889,2.3014530843659724,-0.11809846907188871,0.5500150070051756,2
-1.3439120871188908,1.8897049790812726,-0.11646084239904192,0.5500134937952079,3,0.02931101187529447,2.1090263225173933,-0.11687492289895302,0.5500060829352048,2,0.10811079079027937,1.8375389568186977,-0.11693714556389284,0.5500151354230243,3
0.02583850475281971,1.5758282217552098,-0.11410466842697022,0.5500119017536748,4,-1.676840056103809,1.6614291014492861,-0.11454735321820579,0.5500050759440499,4,-1.576168113807194,1.4384888084450689,-0.11344472938757634,0.5500752401467712,5
-1.4105561578770887,1.24538118949567,-0.11067787045883666,0.550009066129032,6,-0.2999333172819974,1.3735571477143227,-0.1122303172873563,0.5500652478227319,5,-0.37923740538891054,1.1924417059637442,-0.10997432595400068,0.5500733417684673,6
